LOG_TIME,B1,B1_USRS,B2,B2_USRS,B3,B3_USRS,B4,B4_USRS,B5,B5_USRS,B6,B6_USRS,B7,B7_USRS,B8,B8_USRS,B9,B9_USRS,B10,B10_USRS
2024-11-23 22:28:37,Baseball,23052,Gossiping,8496,C_Chat,3665,Golden-Award,2568,Stock,1955,Lifeismoney,1637,LoL,1405,NBA,1316,KoreaStar,970,SportLottery,958
2024-11-23 22:28:39,Baseball,23052,Gossiping,8496,C_Chat,3665,Golden-Award,2568,Stock,1955,Lifeismoney,1637,LoL,1405,NBA,1316,KoreaStar,970,SportLottery,958
2024-11-23 22:28:41,Baseball,23056,Gossiping,8489,C_Chat,3661,Golden-Award,2589,Stock,1958,Lifeismoney,1635,LoL,1411,NBA,1311,KoreaStar,969,SportLottery,960
2024-11-23 22:28:44,Baseball,23056,Gossiping,8489,C_Chat,3661,Golden-Award,2589,Stock,1958,Lifeismoney,1635,LoL,1411,NBA,1311,KoreaStar,969,SportLottery,960
2024-11-23 22:28:46,Baseball,23035,Gossiping,8473,C_Chat,3654,Golden-Award,2615,Stock,1955,Lifeismoney,1637,LoL,1404,NBA,1318,KoreaStar,965,SportLottery,960
2024-11-23 22:28:50,Baseball,23013,Gossiping,8492,C_Chat,3652,Golden-Award,2627,Stock,1948,Lifeismoney,1634,LoL,1403,NBA,1304,KoreaStar,962,SportLottery,955
2024-11-23 22:28:52,Baseball,22999,Gossiping,8505,C_Chat,3652,Golden-Award,2638,Stock,1939,Lifeismoney,1627,LoL,1405,NBA,1315,KoreaStar,961,SportLottery,948
2024-11-23 22:28:54,Baseball,22999,Gossiping,8505,C_Chat,3652,Golden-Award,2638,Stock,1939,Lifeismoney,1627,LoL,1405,NBA,1315,KoreaStar,961,SportLottery,948
2024-11-23 22:29:00,Baseball,22976,Gossiping,8508,C_Chat,3648,Golden-Award,2658,Stock,1952,Lifeismoney,1624,LoL,1407,NBA,1304,KoreaStar,970,SportLottery,946
2024-11-23 22:29:03,Baseball,22972,Gossiping,8486,C_Chat,3650,Golden-Award,2665,Stock,1936,Lifeismoney,1630,LoL,1406,NBA,1308,KoreaStar,974,SportLottery,941
2024-11-23 22:29:05,Baseball,22974,Gossiping,8489,C_Chat,3649,Golden-Award,2666,Stock,1941,Lifeismoney,1642,LoL,1413,NBA,1312,KoreaStar,964,SportLottery,937
2024-11-23 22:29:08,Baseball,22974,Gossiping,8489,C_Chat,3649,Golden-Award,2666,Stock,1941,Lifeismoney,1642,LoL,1413,NBA,1312,KoreaStar,964,SportLottery,937
2024-11-23 22:29:10,Baseball,22968,Gossiping,8514,C_Chat,3648,Golden-Award,2673,Stock,1945,Lifeismoney,1646,LoL,1410,NBA,1317,KoreaStar,970,SportLottery,936
2024-11-23 22:29:12,Baseball,22968,Gossiping,8514,C_Chat,3648,Golden-Award,2673,Stock,1945,Lifeismoney,1646,LoL,1410,NBA,1317,KoreaStar,970,SportLottery,936
2024-11-23 22:29:15,Baseball,22971,Gossiping,8518,C_Chat,3655,Golden-Award,2675,Stock,1949,Lifeismoney,1648,LoL,1407,NBA,1305,KoreaStar,970,SportLottery,938
2024-11-23 22:29:17,Baseball,22945,Gossiping,8528,C_Chat,3658,Golden-Award,2698,Stock,1951,Lifeismoney,1640,LoL,1403,NBA,1300,KoreaStar,970,SportLottery,933
2024-11-23 22:29:20,Baseball,22945,Gossiping,8528,C_Chat,3658,Golden-Award,2698,Stock,1951,Lifeismoney,1640,LoL,1403,NBA,1300,KoreaStar,970,SportLottery,933
2024-11-23 22:29:23,Baseball,22937,Gossiping,8527,C_Chat,3658,Golden-Award,2713,Stock,1960,Lifeismoney,1647,LoL,1397,NBA,1294,KoreaStar,973,SportLottery,927
2024-11-23 22:29:26,Baseball,22898,Gossiping,8518,C_Chat,3651,Golden-Award,2733,Stock,1958,Lifeismoney,1632,LoL,1397,NBA,1299,KoreaStar,976,SportLottery,927
2024-11-23 22:29:29,Baseball,22901,Gossiping,8531,C_Chat,3647,Golden-Award,2726,Stock,1954,Lifeismoney,1638,LoL,1396,NBA,1312,KoreaStar,968,SportLottery,924
2024-11-23 22:29:32,Baseball,22901,Gossiping,8531,C_Chat,3647,Golden-Award,2726,Stock,1954,Lifeismoney,1638,LoL,1396,NBA,1312,KoreaStar,968,SportLottery,924
2024-11-23 22:29:36,Baseball,22901,Gossiping,8517,C_Chat,3639,Golden-Award,2747,Stock,1952,Lifeismoney,1636,LoL,1399,NBA,1322,KoreaStar,971,SportLottery,925
2024-11-23 22:29:39,Baseball,22913,Gossiping,8524,C_Chat,3638,Golden-Award,2753,Stock,1952,Lifeismoney,1630,LoL,1397,NBA,1328,KoreaStar,965,SportLottery,920
2024-11-23 22:29:42,Baseball,22898,Gossiping,8522,C_Chat,3630,Golden-Award,2757,Stock,1948,Lifeismoney,1626,LoL,1400,NBA,1336,KoreaStar,965,SportLottery,914
2024-11-23 22:29:45,Baseball,22898,Gossiping,8522,C_Chat,3630,Golden-Award,2757,Stock,1948,Lifeismoney,1626,LoL,1400,NBA,1336,KoreaStar,965,SportLottery,914
2024-11-23 22:29:47,Baseball,22918,Gossiping,8555,C_Chat,3634,Golden-Award,2762,Stock,1946,Lifeismoney,1632,LoL,1395,NBA,1338,KoreaStar,970,SportLottery,911
2024-11-23 22:29:50,Baseball,22929,Gossiping,8555,C_Chat,3648,Golden-Award,2781,Stock,1946,Lifeismoney,1629,LoL,1391,NBA,1342,KoreaStar,977,SportLottery,901
2024-11-23 22:29:52,Baseball,22929,Gossiping,8555,C_Chat,3648,Golden-Award,2781,Stock,1946,Lifeismoney,1629,LoL,1391,NBA,1342,KoreaStar,977,SportLottery,901
2024-11-23 22:29:55,Baseball,22899,Gossiping,8554,C_Chat,3647,Golden-Award,2792,Stock,1928,Lifeismoney,1635,LoL,1386,NBA,1332,KoreaStar,974,SportLottery,900
2024-11-23 22:29:58,Baseball,22924,Gossiping,8542,C_Chat,3634,Golden-Award,2803,Stock,1941,Lifeismoney,1630,LoL,1390,NBA,1330,KoreaStar,980,SportLottery,892
2024-11-23 22:30:00,Baseball,22924,Gossiping,8542,C_Chat,3634,Golden-Award,2803,Stock,1941,Lifeismoney,1630,LoL,1390,NBA,1330,KoreaStar,980,SportLottery,892
2024-11-23 22:30:02,Baseball,22928,Gossiping,8535,C_Chat,3640,Golden-Award,2805,Stock,1941,Lifeismoney,1630,LoL,1392,NBA,1334,KoreaStar,974,SportLottery,900
2024-11-23 22:30:05,Baseball,22928,Gossiping,8535,C_Chat,3640,Golden-Award,2805,Stock,1941,Lifeismoney,1630,LoL,1392,NBA,1334,KoreaStar,974,SportLottery,900
2024-11-23 22:30:07,Baseball,22891,Gossiping,8551,C_Chat,3636,Golden-Award,2810,Stock,1947,Lifeismoney,1631,LoL,1396,NBA,1329,KoreaStar,980,SportLottery,889
2024-11-23 22:30:11,Baseball,22902,Gossiping,8536,C_Chat,3640,Golden-Award,2819,Stock,1942,Lifeismoney,1630,LoL,1401,NBA,1331,KoreaStar,979,SportLottery,883
2024-11-23 22:30:13,Baseball,22902,Gossiping,8536,C_Chat,3640,Golden-Award,2819,Stock,1942,Lifeismoney,1630,LoL,1401,NBA,1331,KoreaStar,979,SportLottery,883
2024-11-23 22:30:15,Baseball,22884,Gossiping,8539,C_Chat,3626,Golden-Award,2820,Stock,1935,Lifeismoney,1645,LoL,1409,NBA,1331,KoreaStar,977,SportLottery,881
2024-11-23 22:30:17,Baseball,22884,Gossiping,8539,C_Chat,3626,Golden-Award,2820,Stock,1935,Lifeismoney,1645,LoL,1409,NBA,1331,KoreaStar,977,SportLottery,881
2024-11-23 22:30:18,Baseball,22931,Gossiping,8547,C_Chat,3625,Golden-Award,2821,Stock,1948,Lifeismoney,1649,LoL,1416,NBA,1327,KoreaStar,978,SportLottery,880
2024-11-23 22:30:21,Baseball,22931,Gossiping,8547,C_Chat,3625,Golden-Award,2821,Stock,1948,Lifeismoney,1649,LoL,1416,NBA,1327,KoreaStar,978,SportLottery,880
2024-11-23 22:30:23,Baseball,22896,Gossiping,8522,C_Chat,3631,Golden-Award,2813,Stock,1943,Lifeismoney,1656,LoL,1423,NBA,1326,KoreaStar,980,SportLottery,885
2024-11-23 22:30:25,Baseball,22896,Gossiping,8522,C_Chat,3631,Golden-Award,2813,Stock,1943,Lifeismoney,1656,LoL,1423,NBA,1326,KoreaStar,980,SportLottery,885
2024-11-23 22:30:27,Baseball,22879,Gossiping,8522,C_Chat,3633,Golden-Award,2820,Stock,1954,Lifeismoney,1661,LoL,1425,NBA,1319,KoreaStar,981,SportLottery,888
2024-11-23 22:30:29,Baseball,22879,Gossiping,8522,C_Chat,3633,Golden-Award,2820,Stock,1954,Lifeismoney,1661,LoL,1425,NBA,1319,KoreaStar,981,SportLottery,888
2024-11-23 22:30:33,Baseball,22651,Gossiping,8473,C_Chat,3619,Golden-Award,2800,Stock,1941,Lifeismoney,1639,LoL,1419,NBA,1301,KoreaStar,980,SportLottery,881
2024-11-23 22:30:35,Baseball,22773,Gossiping,8509,C_Chat,3630,Golden-Award,2809,Stock,1948,Lifeismoney,1634,LoL,1411,NBA,1314,KoreaStar,987,SportLottery,893
2024-11-23 22:30:37,Baseball,22773,Gossiping,8509,C_Chat,3630,Golden-Award,2809,Stock,1948,Lifeismoney,1634,LoL,1411,NBA,1314,KoreaStar,987,SportLottery,893
2024-11-23 22:30:39,Baseball,22834,Gossiping,8536,C_Chat,3630,Golden-Award,2822,Stock,1936,Lifeismoney,1630,LoL,1404,NBA,1312,KoreaStar,990,SportLottery,890
2024-11-23 22:30:41,Baseball,22834,Gossiping,8536,C_Chat,3630,Golden-Award,2822,Stock,1936,Lifeismoney,1630,LoL,1404,NBA,1312,KoreaStar,990,SportLottery,890
2024-11-23 22:30:42,Baseball,22860,Gossiping,8538,C_Chat,3636,Golden-Award,2840,Stock,1936,Lifeismoney,1636,LoL,1398,NBA,1317,KoreaStar,990,SportLottery,888
2024-11-23 22:30:44,Baseball,22860,Gossiping,8538,C_Chat,3636,Golden-Award,2840,Stock,1936,Lifeismoney,1636,LoL,1398,NBA,1317,KoreaStar,990,SportLottery,888
2024-11-23 22:30:46,Baseball,22855,Gossiping,8523,C_Chat,3639,Golden-Award,2855,Stock,1930,Lifeismoney,1634,LoL,1394,NBA,1315,KoreaStar,985,SportLottery,891
2024-11-23 22:30:48,Baseball,22855,Gossiping,8523,C_Chat,3639,Golden-Award,2855,Stock,1930,Lifeismoney,1634,LoL,1394,NBA,1315,KoreaStar,985,SportLottery,891
2024-11-23 22:30:50,Baseball,22874,Gossiping,8515,C_Chat,3637,Golden-Award,2840,Stock,1932,Lifeismoney,1647,LoL,1392,NBA,1304,KoreaStar,983,SportLottery,891
2024-11-23 22:30:52,Baseball,22874,Gossiping,8515,C_Chat,3637,Golden-Award,2840,Stock,1932,Lifeismoney,1647,LoL,1392,NBA,1304,KoreaStar,983,SportLottery,891
2024-11-23 22:30:54,Baseball,22874,Gossiping,8515,C_Chat,3637,Golden-Award,2840,Stock,1932,Lifeismoney,1647,LoL,1392,NBA,1304,KoreaStar,983,SportLottery,891
2024-11-23 22:30:57,Baseball,22851,Gossiping,8527,C_Chat,3629,Golden-Award,2852,Stock,1934,Lifeismoney,1647,LoL,1391,NBA,1316,KoreaStar,983,SportLottery,890
2024-11-23 22:31:00,Baseball,22837,Gossiping,8558,C_Chat,3638,Golden-Award,2870,Stock,1936,Lifeismoney,1647,LoL,1390,NBA,1302,KoreaStar,980,SportLottery,886
2024-11-23 22:31:02,Baseball,22837,Gossiping,8558,C_Chat,3638,Golden-Award,2870,Stock,1936,Lifeismoney,1647,LoL,1390,NBA,1302,KoreaStar,980,SportLottery,886
2024-11-23 22:31:05,Baseball,22820,Gossiping,8550,C_Chat,3637,Golden-Award,2878,Stock,1929,Lifeismoney,1648,LoL,1393,NBA,1306,KoreaStar,980,SportLottery,887
2024-11-23 22:31:11,Baseball,22791,Gossiping,8549,C_Chat,3638,Golden-Award,2865,Stock,1944,Lifeismoney,1643,LoL,1395,NBA,1312,KoreaStar,972,SportLottery,878
2024-11-23 22:31:13,Baseball,22791,Gossiping,8549,C_Chat,3638,Golden-Award,2865,Stock,1944,Lifeismoney,1643,LoL,1395,NBA,1312,KoreaStar,972,SportLottery,878
2024-11-23 22:31:15,Baseball,22781,Gossiping,8556,C_Chat,3643,Golden-Award,2859,Stock,1946,Lifeismoney,1633,LoL,1406,NBA,1314,KoreaStar,972,SportLottery,875
2024-11-23 22:31:18,Baseball,22765,Gossiping,8559,C_Chat,3639,Golden-Award,2859,Stock,1941,Lifeismoney,1646,LoL,1395,NBA,1303,KoreaStar,970,SportLottery,874
2024-11-23 22:31:21,Baseball,22765,Gossiping,8559,C_Chat,3639,Golden-Award,2859,Stock,1941,Lifeismoney,1646,LoL,1395,NBA,1303,KoreaStar,970,SportLottery,874
2024-11-23 22:31:23,Baseball,22771,Gossiping,8571,C_Chat,3643,Golden-Award,2864,Stock,1933,Lifeismoney,1634,LoL,1400,NBA,1311,KoreaStar,967,SportLottery,875
2024-11-23 22:31:24,Baseball,22771,Gossiping,8571,C_Chat,3643,Golden-Award,2864,Stock,1933,Lifeismoney,1634,LoL,1400,NBA,1311,KoreaStar,967,SportLottery,875
2024-11-23 22:31:26,Baseball,22747,Gossiping,8581,C_Chat,3630,Golden-Award,2857,Stock,1925,Lifeismoney,1645,LoL,1411,NBA,1318,KoreaStar,962,SportLottery,872
2024-11-23 22:31:28,Baseball,22747,Gossiping,8581,C_Chat,3630,Golden-Award,2857,Stock,1925,Lifeismoney,1645,LoL,1411,NBA,1318,KoreaStar,962,SportLottery,872
2024-11-23 22:31:31,Baseball,22704,Gossiping,8589,C_Chat,3621,Golden-Award,2861,Stock,1938,Lifeismoney,1645,LoL,1411,NBA,1321,KoreaStar,971,SportLottery,875
2024-11-23 22:31:32,Baseball,22704,Gossiping,8589,C_Chat,3621,Golden-Award,2861,Stock,1938,Lifeismoney,1645,LoL,1411,NBA,1321,KoreaStar,971,SportLottery,875
2024-11-23 22:31:34,Baseball,22718,Gossiping,8590,C_Chat,3626,Golden-Award,2872,Stock,1942,Lifeismoney,1650,LoL,1412,NBA,1329,KoreaStar,971,SportLottery,875
2024-11-23 22:31:36,Baseball,22718,Gossiping,8590,C_Chat,3626,Golden-Award,2872,Stock,1942,Lifeismoney,1650,LoL,1412,NBA,1329,KoreaStar,971,SportLottery,875
2024-11-23 22:31:38,Baseball,22735,Gossiping,8580,C_Chat,3635,Golden-Award,2871,Stock,1948,Lifeismoney,1650,LoL,1405,NBA,1317,KoreaStar,976,SportLottery,877
2024-11-23 22:31:41,Baseball,22735,Gossiping,8580,C_Chat,3635,Golden-Award,2871,Stock,1948,Lifeismoney,1650,LoL,1405,NBA,1317,KoreaStar,976,SportLottery,877
2024-11-23 22:31:44,Baseball,22728,Gossiping,8589,C_Chat,3629,Golden-Award,2870,Stock,1945,Lifeismoney,1646,LoL,1408,NBA,1329,KoreaStar,979,SportLottery,886
2024-11-23 22:31:46,Baseball,22728,Gossiping,8589,C_Chat,3629,Golden-Award,2870,Stock,1945,Lifeismoney,1646,LoL,1408,NBA,1329,KoreaStar,979,SportLottery,886
2024-11-23 22:31:48,Baseball,22711,Gossiping,8558,C_Chat,3617,Golden-Award,2865,Stock,1932,Lifeismoney,1628,LoL,1405,NBA,1321,KoreaStar,980,SportLottery,882
2024-11-23 22:31:50,Baseball,22704,Gossiping,8551,C_Chat,3617,Golden-Award,2848,Stock,1938,Lifeismoney,1624,LoL,1415,NBA,1329,KoreaStar,976,SportLottery,886
2024-11-23 22:31:52,Baseball,22704,Gossiping,8551,C_Chat,3617,Golden-Award,2848,Stock,1938,Lifeismoney,1624,LoL,1415,NBA,1329,KoreaStar,976,SportLottery,886
2024-11-23 22:31:54,Baseball,22704,Gossiping,8551,C_Chat,3617,Golden-Award,2848,Stock,1938,Lifeismoney,1624,LoL,1415,NBA,1329,KoreaStar,976,SportLottery,886
2024-11-23 22:31:56,Baseball,22694,Gossiping,8569,C_Chat,3621,Golden-Award,2857,Stock,1946,Lifeismoney,1632,LoL,1414,NBA,1319,KoreaStar,979,SportLottery,878
2024-11-23 22:31:58,Baseball,22694,Gossiping,8569,C_Chat,3621,Golden-Award,2857,Stock,1946,Lifeismoney,1632,LoL,1414,NBA,1319,KoreaStar,979,SportLottery,878
2024-11-23 22:32:00,Baseball,22698,Gossiping,8572,C_Chat,3626,Golden-Award,2857,Stock,1952,Lifeismoney,1636,LoL,1410,NBA,1318,KoreaStar,975,SportLottery,888
2024-11-23 22:32:02,Baseball,22703,Gossiping,8574,C_Chat,3620,Golden-Award,2847,Stock,1951,Lifeismoney,1627,LoL,1412,NBA,1319,KoreaStar,973,SportLottery,884
2024-11-23 22:32:04,Baseball,22703,Gossiping,8574,C_Chat,3620,Golden-Award,2847,Stock,1951,Lifeismoney,1627,LoL,1412,NBA,1319,KoreaStar,973,SportLottery,884
2024-11-23 22:32:06,Baseball,22703,Gossiping,8574,C_Chat,3620,Golden-Award,2847,Stock,1951,Lifeismoney,1627,LoL,1412,NBA,1319,KoreaStar,973,SportLottery,884
2024-11-23 22:32:08,Baseball,22688,Gossiping,8601,C_Chat,3625,Golden-Award,2840,Stock,1947,Lifeismoney,1626,LoL,1415,NBA,1323,KoreaStar,981,SportLottery,891
2024-11-23 22:32:10,Baseball,22689,Gossiping,8605,C_Chat,3626,Golden-Award,2841,Stock,1956,Lifeismoney,1638,LoL,1426,NBA,1314,KoreaStar,976,SportLottery,889
2024-11-23 22:32:14,Baseball,22689,Gossiping,8605,C_Chat,3626,Golden-Award,2841,Stock,1956,Lifeismoney,1638,LoL,1426,NBA,1314,KoreaStar,976,SportLottery,889
2024-11-23 22:32:16,Baseball,22679,Gossiping,8607,C_Chat,3631,Golden-Award,2827,Stock,1963,Lifeismoney,1651,LoL,1425,NBA,1312,KoreaStar,974,SportLottery,897
2024-11-23 22:32:18,Baseball,22679,Gossiping,8607,C_Chat,3631,Golden-Award,2827,Stock,1963,Lifeismoney,1651,LoL,1425,NBA,1312,KoreaStar,974,SportLottery,897
2024-11-23 22:32:22,Baseball,22658,Gossiping,8609,C_Chat,3648,Golden-Award,2814,Stock,1971,Lifeismoney,1638,LoL,1414,NBA,1311,KoreaStar,984,SportLottery,895
2024-11-23 22:32:24,Baseball,22633,Gossiping,8627,C_Chat,3650,Golden-Award,2805,Stock,1975,Lifeismoney,1638,LoL,1419,NBA,1316,KoreaStar,989,SportLottery,895
2024-11-23 22:32:26,Baseball,22633,Gossiping,8627,C_Chat,3650,Golden-Award,2805,Stock,1975,Lifeismoney,1638,LoL,1419,NBA,1316,KoreaStar,989,SportLottery,895
2024-11-23 22:32:28,Baseball,22656,Gossiping,8623,C_Chat,3672,Golden-Award,2808,Stock,1957,Lifeismoney,1638,LoL,1410,NBA,1318,KoreaStar,986,SportLottery,900
2024-11-23 22:32:31,Baseball,22673,Gossiping,8618,C_Chat,3676,Golden-Award,2806,Stock,1947,Lifeismoney,1634,LoL,1412,NBA,1314,KoreaStar,990,SportLottery,894
2024-11-23 22:32:32,Baseball,22673,Gossiping,8618,C_Chat,3676,Golden-Award,2806,Stock,1947,Lifeismoney,1634,LoL,1412,NBA,1314,KoreaStar,990,SportLottery,894
2024-11-23 22:32:34,Baseball,22673,Gossiping,8618,C_Chat,3676,Golden-Award,2806,Stock,1947,Lifeismoney,1634,LoL,1412,NBA,1314,KoreaStar,990,SportLottery,894
2024-11-23 22:32:36,Baseball,22659,Gossiping,8612,C_Chat,3676,Golden-Award,2796,Stock,1936,Lifeismoney,1630,LoL,1409,NBA,1317,KoreaStar,995,SportLottery,886
2024-11-23 22:32:38,Baseball,22659,Gossiping,8612,C_Chat,3676,Golden-Award,2796,Stock,1936,Lifeismoney,1630,LoL,1409,NBA,1317,KoreaStar,995,SportLottery,886
2024-11-23 22:32:40,Baseball,22652,Gossiping,8592,C_Chat,3675,Golden-Award,2792,Stock,1940,Lifeismoney,1635,LoL,1411,NBA,1322,KoreaStar,997,SportLottery,882
2024-11-23 22:32:41,Baseball,22652,Gossiping,8592,C_Chat,3675,Golden-Award,2792,Stock,1940,Lifeismoney,1635,LoL,1411,NBA,1322,KoreaStar,997,SportLottery,882
2024-11-23 22:32:43,Baseball,22666,Gossiping,8621,C_Chat,3672,Golden-Award,2791,Stock,1932,Lifeismoney,1628,LoL,1403,NBA,1323,KoreaStar,1002,SportLottery,883
2024-11-23 22:32:45,Baseball,22666,Gossiping,8621,C_Chat,3672,Golden-Award,2791,Stock,1932,Lifeismoney,1628,LoL,1403,NBA,1323,KoreaStar,1002,SportLottery,883
2024-11-23 22:32:47,Baseball,22673,Gossiping,8636,C_Chat,3676,Golden-Award,2772,Stock,1926,Lifeismoney,1625,LoL,1409,NBA,1317,KoreaStar,1006,SportLottery,888
2024-11-23 22:32:48,Baseball,22673,Gossiping,8636,C_Chat,3676,Golden-Award,2772,Stock,1926,Lifeismoney,1625,LoL,1409,NBA,1317,KoreaStar,1006,SportLottery,888
2024-11-23 22:32:50,Baseball,22673,Gossiping,8636,C_Chat,3676,Golden-Award,2772,Stock,1926,Lifeismoney,1625,LoL,1409,NBA,1317,KoreaStar,1006,SportLottery,888
2024-11-23 22:32:52,Baseball,22656,Gossiping,8616,C_Chat,3675,Golden-Award,2756,Stock,1925,Lifeismoney,1625,LoL,1413,NBA,1311,KoreaStar,1005,SportLottery,886
2024-11-23 22:32:54,Baseball,22656,Gossiping,8616,C_Chat,3675,Golden-Award,2756,Stock,1925,Lifeismoney,1625,LoL,1413,NBA,1311,KoreaStar,1005,SportLottery,886
2024-11-23 22:32:56,Baseball,22676,Gossiping,8612,C_Chat,3687,Golden-Award,2753,Stock,1914,Lifeismoney,1615,LoL,1416,NBA,1322,KoreaStar,1007,SportLottery,882
2024-11-23 22:32:57,Baseball,22676,Gossiping,8612,C_Chat,3687,Golden-Award,2753,Stock,1914,Lifeismoney,1615,LoL,1416,NBA,1322,KoreaStar,1007,SportLottery,882
2024-11-23 22:32:59,Baseball,22678,Gossiping,8606,C_Chat,3695,Golden-Award,2756,Stock,1914,Lifeismoney,1607,LoL,1411,NBA,1327,KoreaStar,1013,SportLottery,879
2024-11-23 22:33:01,Baseball,22678,Gossiping,8606,C_Chat,3695,Golden-Award,2756,Stock,1914,Lifeismoney,1607,LoL,1411,NBA,1327,KoreaStar,1013,SportLottery,879
2024-11-23 22:33:03,Baseball,22654,Gossiping,8615,C_Chat,3704,Golden-Award,2761,Stock,1924,Lifeismoney,1608,LoL,1412,NBA,1310,KoreaStar,1009,SportLottery,874
2024-11-23 22:33:05,Baseball,22654,Gossiping,8615,C_Chat,3704,Golden-Award,2761,Stock,1924,Lifeismoney,1608,LoL,1412,NBA,1310,KoreaStar,1009,SportLottery,874
2024-11-23 22:33:07,Baseball,22663,Gossiping,8593,C_Chat,3689,Golden-Award,2759,Stock,1915,Lifeismoney,1610,LoL,1405,NBA,1317,KoreaStar,1016,SportLottery,878
2024-11-23 22:33:09,Baseball,22663,Gossiping,8593,C_Chat,3689,Golden-Award,2759,Stock,1915,Lifeismoney,1610,LoL,1405,NBA,1317,KoreaStar,1016,SportLottery,878
2024-11-23 22:33:11,Baseball,22663,Gossiping,8579,C_Chat,3682,Golden-Award,2745,Stock,1910,Lifeismoney,1614,LoL,1411,NBA,1324,KoreaStar,1022,SportLottery,881
2024-11-23 22:33:13,Baseball,22663,Gossiping,8579,C_Chat,3682,Golden-Award,2745,Stock,1910,Lifeismoney,1614,LoL,1411,NBA,1324,KoreaStar,1022,SportLottery,881
2024-11-23 22:33:14,Baseball,22670,Gossiping,8570,C_Chat,3686,Golden-Award,2742,Stock,1915,Lifeismoney,1624,LoL,1410,NBA,1325,KoreaStar,1026,SportLottery,885
2024-11-23 22:33:16,Baseball,22670,Gossiping,8570,C_Chat,3686,Golden-Award,2742,Stock,1915,Lifeismoney,1624,LoL,1410,NBA,1325,KoreaStar,1026,SportLottery,885
2024-11-23 22:33:18,Baseball,22670,Gossiping,8570,C_Chat,3686,Golden-Award,2742,Stock,1915,Lifeismoney,1624,LoL,1410,NBA,1325,KoreaStar,1026,SportLottery,885
2024-11-23 22:33:20,Baseball,22648,Gossiping,8584,C_Chat,3678,Golden-Award,2738,Stock,1918,Lifeismoney,1627,LoL,1418,NBA,1329,KoreaStar,1018,SportLottery,877
2024-11-23 22:33:22,Baseball,22648,Gossiping,8584,C_Chat,3678,Golden-Award,2738,Stock,1918,Lifeismoney,1627,LoL,1418,NBA,1329,KoreaStar,1018,SportLottery,877
2024-11-23 22:33:24,Baseball,22653,Gossiping,8566,C_Chat,3666,Golden-Award,2730,Stock,1907,Lifeismoney,1630,LoL,1416,NBA,1325,KoreaStar,1018,SportLottery,877
2024-11-23 22:33:26,Baseball,22653,Gossiping,8566,C_Chat,3666,Golden-Award,2730,Stock,1907,Lifeismoney,1630,LoL,1416,NBA,1325,KoreaStar,1018,SportLottery,877
2024-11-23 22:33:28,Baseball,22660,Gossiping,8566,C_Chat,3656,Golden-Award,2723,Stock,1907,Lifeismoney,1631,LoL,1422,NBA,1321,KoreaStar,1021,SportLottery,865
2024-11-23 22:33:30,Baseball,22660,Gossiping,8566,C_Chat,3656,Golden-Award,2723,Stock,1907,Lifeismoney,1631,LoL,1422,NBA,1321,KoreaStar,1021,SportLottery,865
2024-11-23 22:33:32,Baseball,22669,Gossiping,8565,C_Chat,3655,Golden-Award,2717,Stock,1902,Lifeismoney,1624,LoL,1422,NBA,1315,KoreaStar,1029,SportLottery,858
